-1,100,1,-1
-1,100,2,-1
-1,100,3,-1
-1,100,4,-1
-1,100,5,-1
-1,100,6,-1
-1,100,7,-1
-1,100,8,-1
-1,100,9,-1
-1,100,10,-1
-1,100,11,-1
-1,100,12,-1
-1,100,13,-1
-1,100,14,-1
-1,100,15,-1
-1,100,16,-1
-1,100,17,-1
-1,100,18,-1
-1,100,19,-1
-1,100,20,-1
-1,100,21,-1
-1,100,22,-1
-1,100,23,-1
-1,100,24,-1
-1,100,25,-1
-1,100,26,-1
-1,100,27,-1
-1,100,28,-1
-1,100,29,-1
-1,100,30,-1
-1,100,31,-1
-1,100,32,-1
-1,100,33,-1
-1,100,34,-1
-1,100,35,-1
-1,100,36,-1
-1,100,37,-1
-1,100,38,-1
-1,100,39,-1
-1,100,40,-1
-1,100,41,-1
-1,100,42,-1
-1,100,43,-1
-1,100,44,-1
-1,100,45,-1
-1,100,46,-1
-1,100,47,-1
-1,100,48,-1
-1,100,49,-1
-1,100,50,-1
25,99,24,2
24,160,23,3
23,28,52,4
22,31,64,2
21,3,20,1
16,73,0,1
15,73,26,2
14,81,48,4
12,61,17,3
8,23,33,2
7,63,16,3
18,41,53,2
2,8,13,2
